Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU00906,21,Male,6.51,75.8,8.9,3.9,3.6,2.4,No,Offline,Average,Good,No,2,High,1.8,A
STU00907,23,Male,6.09,56.4,6.9,2.5,2.4,2.44,No,Hybrid,Average,Poor,Yes,0,High,2.8,A
STU00908,21,Male,4.44,93.2,8,6.9,6.6,3.17,No,Offline,Average,Excellent,No,1,Low,4.1,C
STU00909,22,Female,2.02,92.2,8.2,1.4,2.9,2.94,No,Online,Average,Good,No,3,Middle,7.2,B
STU00910,18,Male,5.57,77.3,7.8,4.5,1.9,2.84,Yes,Offline,Poor,Poor,No,4,Middle,3,A
STU00911,21,Female,8.04,81.6,8.7,4.3,4.3,2.72,No,Offline,Average,Excellent,No,2,Middle,2.6,A
STU00912,18,Male,7.14,84.6,7.3,8.6,3.3,2.89,No,Offline,Average,Average,No,2,High,3.1,A
STU00913,21,Male,4.66,90.7,6.2,4.1,3,3.34,Yes,Online,Good,Good,No,3,Middle,4.9,A
STU00914,21,Male,6.61,63.5,9.2,4.4,4.3,2.98,No,Online,Poor,Good,No,2,High,4.5,A
STU00915,18,Female,4.23,71,5.6,3.2,5.1,2.14,Yes,Offline,Average,Good,No,1,High,5,C
STU00916,20,Female,4.89,100,7.9,2,3.5,2.54,No,Offline,Good,Excellent,No,2,Middle,3.1,A
STU00917,21,Male,2.53,91.7,6.6,4.2,3.9,2.58,Yes,Offline,Average,Good,No,2,Middle,3.3,C
STU00918,19,Male,4.37,85.9,8.2,5,1.3,2.41,No,Hybrid,Good,Poor,Yes,3,Middle,4,A
STU00919,23,Male,5.28,80.4,6.1,5.1,6.1,3.54,No,Offline,Good,Excellent,No,3,Middle,6.2,A
STU00920,22,Female,4.66,88.5,6.8,5.8,3.2,3.02,No,Online,Good,Excellent,No,2,Middle,2.7,A
STU00921,20,Male,6.54,89,6.1,2,7.1,1.69,No,Online,Average,Good,No,4,Low,5.1,A
STU00922,18,Female,8.77,88.9,8.3,6,2.2,3.36,No,Online,Average,Good,Yes,3,Low,2.6,A
STU00923,20,Female,7.64,69.5,6.3,7.4,4.3,3.47,No,Offline,Average,Poor,No,3,Low,2,A
STU00924,17,Male,4.39,80.3,5.4,3.3,4,3.16,No,Online,Poor,Good,Yes,1,High,5.3,A
STU00925,17,Female,3.54,84.1,5.8,3.2,2.3,4,No,Offline,Average,Poor,No,2,Middle,7.3,A
STU00926,21,Female,3.69,83.2,6.8,7.8,5.5,3.19,Yes,Online,Good,Poor,Yes,1,Low,6.4,C
STU00927,21,Female,3.04,69.7,6.9,5,2.9,3.15,No,Hybrid,Good,Good,No,0,Middle,4.6,B
STU00928,19,Male,5.07,77.9,5.7,6.7,5.8,3.39,No,Hybrid,Poor,Average,Yes,1,Low,4.4,B
STU00929,23,Male,5.84,70.4,9,6.3,5.3,3.49,No,Hybrid,Good,Poor,Yes,2,Low,6.2,A
STU00930,22,Male,5.37,75.9,4.8,5.9,5,2.36,No,Online,Poor,Good,No,1,Middle,6.4,C
STU00931,20,Male,5.39,82.4,6.6,5.8,6.1,3.98,No,Hybrid,Poor,Average,Yes,1,Middle,2.4,A
STU00932,17,Male,5.32,85.9,6.2,7.9,0.6,2.98,No,Offline,Average,Average,No,1,Low,4.8,B
STU00933,21,Male,4.74,86.1,6.3,3.9,3.8,3.69,No,Offline,Good,Poor,No,2,Middle,4.2,A
STU00934,24,Female,3.52,90.3,6.8,5.9,5.7,2.7,No,Offline,Poor,Average,No,1,Middle,5.8,B
STU00935,24,Male,8.45,81.7,5.3,8.8,5.8,2.49,No,Online,Average,Good,Yes,3,Middle,6.9,B
STU00936,22,Male,7.1,67.6,5.9,3.3,3.3,3.43,Yes,Hybrid,Average,Excellent,No,4,Middle,5.4,A
STU00937,20,Male,3.18,80.8,6.4,2.9,5,3.55,No,Online,Good,Good,Yes,3,Middle,4.5,A
STU00938,21,Female,3.19,75.7,5.7,3.6,1.8,2.8,Yes,Online,Average,Good,No,1,Middle,3.5,A
STU00939,21,Female,3.83,63.2,7.5,4.5,3.9,2.67,No,Online,Poor,Poor,No,1,High,5.8,B
STU00940,17,Female,5.07,73.9,5.8,4.8,5.2,3.06,Yes,Offline,Good,Poor,Yes,2,High,3.5,B
STU00941,17,Male,7.52,84.3,8.5,7.2,1.8,2.9,No,Online,Average,Average,Yes,3,High,5,A
STU00942,21,Non-Binary,7.03,90.5,5.4,6.1,3.9,3.2,No,Offline,Average,Good,Yes,3,Middle,3.6,A
STU00943,18,Male,7.14,79,9,6.7,5.4,2.79,No,Offline,Good,Good,No,2,Middle,4.4,A
STU00944,21,Male,7.18,66.2,6.6,2.7,4.2,2.77,No,Offline,Average,Good,Yes,2,Middle,6.5,A
STU00945,22,Male,7.21,79.6,9.5,7.3,4.1,4,No,Online,Average,Average,No,4,High,4.5,A
STU00946,21,Male,6.47,72.8,7.2,6.1,4,2.38,Yes,Hybrid,Average,Average,No,2,High,4.7,B
STU00947,19,Male,5.91,92.8,7.1,1.9,4.2,3.46,No,Offline,Average,Good,No,1,Middle,2.8,A
STU00948,23,Female,4.76,67.5,7.7,4.3,2.8,2.66,No,Offline,Poor,Average,No,3,Low,4.3,B
STU00949,19,Female,1.51,88.7,3,7,4.9,2.7,Yes,Online,Average,Good,Yes,0,Middle,5.2,D
STU00950,19,Male,4.74,77.8,5.6,3.3,3.4,3.63,Yes,Online,Good,Good,No,0,Middle,4.3,A
STU00951,18,Female,8.6,84.1,6.1,6,5.4,3.13,Yes,Online,Good,Good,No,3,High,1,A
STU00952,18,Male,3.92,73,5.3,5.5,7,2.86,No,Hybrid,Average,Excellent,No,2,Middle,6.5,B
STU00953,24,Male,3.75,85.4,7.8,6.9,1.9,2.84,Yes,Online,Average,Excellent,Yes,1,Low,6.3,B
STU00954,21,Female,7.03,80.1,10,2.8,5.5,2.63,No,Online,Poor,Good,Yes,1,High,3.6,A
STU00955,19,Female,5.16,78.3,3.8,3.2,3.5,2.85,No,Online,Average,Good,Yes,2,Low,3.5,A
STU00956,18,Male,4.04,69.3,5.9,2.1,6.6,2.86,No,Online,Average,Average,Yes,1,Middle,4.9,B
STU00957,17,Male,8.12,74.5,7.2,6.3,4.8,2.95,No,Offline,Average,Excellent,Yes,1,Middle,1.3,A
STU00958,21,Female,6.25,61.1,6.1,5.4,4.5,2.76,Yes,Hybrid,Poor,Good,No,3,Middle,6.3,B
STU00959,22,Female,6.52,85.3,7.9,5.7,4.5,2.4,Yes,Hybrid,Good,Average,No,1,Middle,3.8,A
STU00960,23,Female,3.87,77.1,6.7,3.3,2,2.35,Yes,Offline,Average,Good,No,2,Middle,7.2,B
STU00961,20,Male,5.99,95.1,7.8,6.1,2,3,Yes,Online,Poor,Average,No,3,Low,4.5,A
STU00962,21,Male,5.75,64.9,8.9,8.5,2.1,3.06,No,Online,Average,Good,Yes,3,Middle,4.1,A
STU00963,20,Male,6.55,96,7.1,2.6,3.3,2.63,No,Hybrid,Good,Good,No,3,Middle,4.8,A
STU00964,19,Male,7.3,84.7,7.8,6.1,4.4,3.4,No,Hybrid,Average,Average,No,3,High,2.3,A
STU00965,23,Female,7.25,75.5,6.6,4.7,3.4,2.37,No,Online,Average,Poor,No,2,Middle,3.6,A
STU00966,20,Male,5.34,85.1,5.7,4.3,4.8,3.55,Yes,Offline,Average,Excellent,No,3,Middle,3.9,A
STU00967,19,Male,6.38,67.4,7.6,2.8,1.3,3.44,Yes,Online,Good,Good,Yes,3,Middle,3,A
STU00968,17,Female,2.71,66.4,7,6.9,6.2,2.82,No,Online,Average,Excellent,No,0,Low,5.4,C
STU00969,20,Female,6.29,92.4,6.6,6.2,3.6,2.6,No,Online,Good,Average,Yes,1,Low,3.5,A
STU00970,23,Male,6.37,60,6.3,6.7,5.5,2.89,Yes,Online,Average,Good,Yes,2,High,5.9,C
STU00971,24,Female,4.22,80.3,6.1,4.4,5.3,2.58,Yes,Offline,Average,Good,Yes,2,Middle,8.7,B
STU00972,21,Female,3.45,93.9,7.4,3.5,5.6,1.9,Yes,Offline,Good,Average,No,2,Middle,3.9,B
STU00973,19,Female,4.88,81.3,6.9,4,3.6,2.78,No,Offline,Good,Average,Yes,1,Low,3.2,A
STU00974,21,Male,2.57,93.6,5.2,4.2,2.6,2.7,Yes,Online,Average,Average,No,0,High,5.3,C
STU00975,23,Female,5.68,78,6.7,6.1,6.9,3.41,Yes,Offline,Poor,Average,Yes,1,High,7.2,B
STU00976,18,Female,5.59,73.4,8.4,3.4,3.8,3.27,Yes,Online,Average,Excellent,No,1,Middle,5.9,A
STU00977,19,Male,3.1,91.9,8.2,2,3.9,3.37,Yes,Offline,Poor,Poor,No,0,Middle,7.3,B
STU00978,20,Male,5.1,89.1,6.8,5.3,2.7,3.92,No,Offline,Poor,Good,Yes,2,Middle,3.9,A
STU00979,19,Female,7.14,79.4,7.3,7.8,3.1,2.88,No,Online,Average,Good,Yes,2,High,4.4,A
STU00980,21,Male,7.13,94.1,6.5,6.4,2.8,3.34,No,Online,Average,Average,No,2,Low,2.3,A
STU00981,17,Female,7.02,68.8,9.5,2.6,2.9,3.41,No,Hybrid,Average,Good,Yes,2,Middle,3.3,A
STU00982,19,Male,4.7,90.6,7.7,3,6.1,3.03,No,Offline,Poor,Average,No,1,Middle,3,B
STU00983,20,Male,4.32,76.2,6.6,6.1,5.1,2.41,No,Offline,Good,Good,No,0,Middle,6.2,C
STU00984,18,Male,4.22,82.5,8.2,5.5,3.8,3.22,No,Offline,Average,Average,Yes,1,Low,3.9,A
STU00985,24,Female,6.19,81.3,6.5,7.2,6.1,2.89,No,Offline,Average,Good,Yes,1,Low,4.4,A
STU00986,22,Male,9.7,82.1,6.5,4.9,2.5,3.49,Yes,Online,Good,Good,No,1,High,2.8,A
STU00987,17,Female,7.81,85.6,5.2,3.5,4.3,3.89,No,Offline,Average,Excellent,Yes,2,Low,5,A
STU00988,24,Female,8.17,94.5,5.9,6.2,5.1,3.64,Yes,Hybrid,Average,Excellent,Yes,1,Middle,1,A
STU00989,18,Female,7.7,94.5,6.1,2.9,7.6,3.16,Yes,Online,Poor,Good,Yes,2,Middle,3.1,A
STU00990,19,Female,1.77,81.2,6.2,2.2,2.9,3.58,No,Offline,Average,Average,Yes,2,Middle,4.1,A
STU00991,21,Female,4.6,81,5.9,6.7,2,2.99,Yes,Offline,Average,Good,Yes,1,Middle,1,A
STU00992,23,Male,4.13,70.4,7,5.6,2.5,2.79,No,Hybrid,Poor,Good,No,1,High,6,C
STU00993,21,Female,7.5,97,6,5.2,3.9,3.05,Yes,Hybrid,Good,Excellent,No,0,Middle,4,A
STU00994,24,Female,8.38,89.7,8.9,3.1,0.6,2.87,Yes,Offline,Good,Average,No,1,High,4.4,A
STU00995,20,Male,3.67,74.1,6.5,6.1,4.9,3.32,No,Online,Average,Average,Yes,2,Middle,7.1,A
STU00996,21,Male,5.08,82.2,5.5,5.5,4.7,2.42,No,Hybrid,Good,Good,Yes,2,Middle,4.9,B
STU00997,17,Female,6.11,95.6,7.7,8.3,2.7,2.44,No,Online,Average,Good,No,3,Middle,5.6,A
STU00998,21,Male,4.02,73.4,7,3.6,3.2,3.4,No,Offline,Average,Average,No,4,High,6.1,A
STU00999,20,Female,3.74,83.2,7,3.3,1.5,2.37,Yes,Offline,Average,Good,Yes,2,Middle,4.7,A
STU01000,22,Male,3.65,80.4,6.5,4.2,5.9,3.02,Yes,Offline,Average,Good,Yes,0,Middle,4.7,C
STU01001,19,Male,6.77,77.6,8.7,4.3,3.4,3.07,No,Online,Poor,Excellent,No,1,Middle,1.2,A
STU01002,23,Female,3.18,81.2,6.1,4.6,4.2,2.29,No,Online,Average,Good,No,0,Middle,5.6,B
STU01003,24,Male,7.27,60.4,8.2,1.8,4.7,2.43,Yes,Online,Poor,Average,Yes,3,Low,3,A
STU01004,19,Male,5.17,90.4,7.1,3.6,3.9,3.35,Yes,Offline,Average,Average,No,1,Low,5.9,A
STU01005,21,Female,6.5,75.8,8,7.5,3,3.14,No,Offline,Average,Poor,No,4,Middle,2.8,A
STU01006,18,Male,8.09,81.7,7.1,4.3,3.5,2.85,No,Offline,Average,Good,No,0,Middle,4.2,A
STU01007,19,Female,3.66,66.2,9.4,7.5,4.9,1.98,Yes,Online,Good,Good,No,0,Middle,5.2,D
STU01008,22,Female,3.37,100,6.5,7,3.9,3.34,No,Hybrid,Average,Average,Yes,1,High,3,A
STU01009,21,Female,5.85,86.2,7.4,5.4,6.5,3.15,Yes,Offline,Average,Good,No,2,Middle,1.9,A
STU01010,23,Male,2.94,60.9,6.7,5.6,2.2,3.22,No,Hybrid,Average,Good,No,2,Low,2.9,A
STU01011,20,Male,3.54,74.2,7.1,4.4,2.4,2.88,No,Offline,Average,Average,No,0,High,5.3,C
STU01012,22,Female,4.77,77,5.9,5.6,3.3,3.78,No,Offline,Good,Average,No,1,Middle,3.2,A
STU01013,21,Female,5.31,70.5,6.4,8.2,4.8,2.83,Yes,Online,Poor,Excellent,No,0,Middle,9.5,C
STU01014,22,Female,2.51,66.7,5.7,6.6,3.5,1.99,No,Online,Average,Average,Yes,2,Middle,7.4,C
STU01015,19,Female,4.24,67,6,7.8,1.4,2.3,Yes,Hybrid,Average,Good,Yes,1,Low,6.4,B
STU01016,23,Male,6.16,71.6,7.5,3.7,1.3,2.98,No,Online,Poor,Good,No,2,Low,3.6,A
STU01017,20,Male,7.69,81.8,7.5,3.8,4.2,2.24,No,Hybrid,Average,Good,Yes,2,Low,3.7,A
STU01018,21,Male,1.08,82.5,7.4,7.6,3.7,2.42,Yes,Hybrid,Average,Good,Yes,1,Low,4.6,B
STU01019,17,Male,7.61,93,6.9,7.4,3.5,3.11,Yes,Hybrid,Average,Good,Yes,1,Middle,8.1,A
STU01020,24,Male,6.76,78.5,6,4,3.2,2.35,Yes,Offline,Average,Excellent,No,2,High,4.2,B
STU01021,20,Female,2.83,57.5,7.3,3.8,5.7,3.3,No,Online,Poor,Excellent,Yes,1,Middle,4.8,C
STU01022,17,Male,2.07,78.6,5.9,5.9,3.6,3.25,No,Offline,Average,Good,No,1,High,2.9,A
STU01023,22,Male,5.83,91.1,5.4,4.5,3.8,2.5,No,Online,Poor,Average,Yes,3,Middle,4.6,A
STU01024,18,Male,4.16,68.2,8.3,5.5,5.4,3.39,No,Offline,Good,Average,Yes,3,Middle,6.1,A
STU01025,20,Female,5.27,81.9,7.3,6.9,1.7,2.4,No,Offline,Poor,Good,Yes,1,Low,7.2,C
STU01026,22,Female,6.72,83.4,7,5.3,2.8,3.18,No,Hybrid,Average,Good,Yes,2,Middle,2.6,A
STU01027,17,Female,4.26,69.8,9.1,4.6,5.3,2.1,Yes,Online,Average,Average,No,0,Middle,4.9,C
STU01028,19,Female,5.32,78,6.8,7.3,4.4,2.15,No,Hybrid,Average,Poor,No,1,High,7.2,C
STU01029,19,Male,5.95,69.9,8.7,5,5.6,2.72,Yes,Hybrid,Good,Good,No,1,Low,7.5,B
STU01030,18,Female,6.77,94.6,5.9,4.3,4.7,2.92,No,Offline,Average,Average,Yes,2,Middle,3.5,A
STU01031,24,Male,8.51,86.6,5.4,2.7,5.3,1.97,Yes,Offline,Average,Good,No,0,Low,6,A
STU01032,20,Male,8.39,80.6,5.6,9.4,3.5,2.95,Yes,Online,Average,Good,Yes,3,Middle,1.6,A
STU01033,20,Female,5.48,87,7.9,5.6,3.7,3.24,Yes,Offline,Average,Good,Yes,0,Middle,3,A
STU01034,20,Female,4.53,86.9,7.8,6.3,2.4,2.93,Yes,Offline,Average,Poor,No,1,Middle,3.5,B
STU01035,24,Male,9.73,71.5,6.8,7.3,2.5,3.44,Yes,Online,Average,Average,No,3,Low,4.9,A
STU01036,22,Male,6.28,66.9,5.2,6.5,5.6,2.67,No,Offline,Good,Average,Yes,0,Low,5.3,C
STU01037,23,Female,5.85,65.7,6.1,2.5,3.5,2.58,Yes,Online,Average,Average,Yes,2,Middle,5.6,B
STU01038,23,Male,2.81,67.3,7.8,6.4,3.7,2.68,Yes,Hybrid,Good,Good,No,0,High,8.3,D
STU01039,18,Male,6.55,88.3,7.4,6.9,0.5,2,No,Offline,Poor,Good,Yes,2,Middle,3.8,B
STU01040,20,Male,3.45,91.1,5.9,2.9,5.7,3.45,Yes,Offline,Average,Average,No,0,Middle,5.2,B
STU01041,22,Male,4.09,95.4,7.1,4.4,2.7,3.39,No,Hybrid,Poor,Poor,No,3,Middle,1.5,A
STU01042,19,Female,2.34,66.7,9.8,7.6,1.8,3.04,No,Offline,Average,Average,No,2,Low,7.2,C
STU01043,17,Male,3.97,80,6.7,4.6,1.8,2.64,No,Offline,Average,Excellent,Yes,3,High,5.3,A
STU01044,22,Male,5.12,92.4,5.3,3.2,4.1,3.03,No,Offline,Average,Good,No,1,Middle,4.9,B
STU01045,24,Female,2.02,98,6.9,6.3,5.6,3.17,Yes,Online,Average,Excellent,Yes,0,Middle,7.1,D
STU01046,23,Female,3.22,76.8,7.6,5.9,4.1,2.94,No,Offline,Poor,Excellent,Yes,1,Middle,4.5,B
STU01047,23,Male,4.85,76.3,8.8,6.5,4.2,3.06,Yes,Online,Average,Good,No,3,Middle,2,A
STU01048,19,Male,2.49,76.2,7.2,2.9,9.6,2.94,No,Offline,Average,Good,Yes,1,Low,5.6,B
STU01049,19,Male,2.51,84.5,5.6,4.7,5.7,3.08,No,Online,Good,Average,Yes,0,High,6.5,C
STU01050,24,Female,3.35,88.2,6.7,3.9,3.1,2.55,Yes,Hybrid,Average,Good,No,1,Low,7.5,B
STU01051,17,Female,2.2,90,8.4,1.8,1.9,2.46,Yes,Hybrid,Good,Average,No,3,Middle,3.5,A
STU01052,19,Female,6.22,75.6,6.3,7.5,2.6,3.07,No,Online,Average,Excellent,Yes,2,High,5.4,B
STU01053,18,Female,3.02,94.8,8.4,2.6,4.8,2.66,No,Online,Good,Poor,Yes,1,Middle,5.7,A
STU01054,17,Female,6.53,70.1,5.5,4.5,3.9,3.08,No,Hybrid,Good,Good,Yes,0,Middle,5.9,A
STU01055,19,Female,6.84,86.5,7,5.2,4.4,2.73,No,Offline,Poor,Poor,Yes,1,High,3.8,B
STU01056,21,Female,2.62,93.8,7,3.3,3.4,2.21,Yes,Offline,Average,Excellent,No,0,Middle,5.5,C
STU01057,22,Male,5.08,91.4,5.8,5.4,3.4,4,Yes,Offline,Average,Average,No,2,High,3,A
STU01058,19,Non-Binary,4.05,84.6,7.2,5.2,5,2.2,No,Online,Average,Good,No,4,Low,3.9,B
STU01059,18,Male,2.74,76.4,8,6.7,5.1,2.55,Yes,Offline,Average,Good,Yes,0,Middle,8.6,D
STU01060,20,Male,4.33,79.5,6.6,4.1,5.2,3,Yes,Online,Poor,Average,Yes,1,Low,5.4,B
STU01061,19,Female,4.52,72.9,6.4,7,4.9,3.27,No,Hybrid,Average,Good,Yes,3,Low,4.5,B
STU01062,23,Male,6.42,73.4,7.6,4.6,5.4,3.11,No,Offline,Average,Excellent,Yes,3,Middle,4.1,A
STU01063,23,Female,7.04,70.3,8.2,3.9,2,2.7,No,Hybrid,Good,Poor,Yes,2,Low,3.7,A
STU01064,23,Female,2.81,91.4,8.3,5,4,2.74,Yes,Online,Good,Excellent,Yes,2,High,3.9,A
STU01065,20,Male,4.19,68.4,6.7,4.2,5.2,2.94,Yes,Offline,Average,Good,Yes,0,High,4.1,B
STU01066,23,Female,6.06,73.3,6.5,1.9,4.8,2.83,No,Offline,Average,Excellent,No,2,Low,6.1,A
STU01067,21,Male,7.35,93.7,8.2,5.2,6.2,3.6,Yes,Offline,Average,Average,No,2,Low,2.8,A
STU01068,19,Male,0.13,84.2,8.1,3.9,5,2.95,No,Hybrid,Average,Good,No,2,Middle,4,C
STU01069,24,Female,7.55,97.7,9.3,9.7,6,3.08,Yes,Offline,Poor,Excellent,Yes,1,Middle,4.6,B
STU01070,23,Female,4.67,96,7.1,6.5,4.9,2.95,No,Offline,Average,Good,No,1,High,8.4,B
STU01071,17,Female,8.06,84.7,7.5,1.7,3.8,2.96,Yes,Online,Poor,Good,No,1,Middle,2.4,A
STU01072,24,Male,4.16,91.5,6.9,4.2,4,3.21,No,Hybrid,Average,Poor,Yes,2,Middle,5.5,B
STU01073,20,Female,3.34,69.2,6.4,5.3,5.1,3.36,No,Hybrid,Average,Average,No,2,Middle,4.6,B
STU01074,21,Male,5.09,82.9,10,8.7,2.5,2.09,No,Hybrid,Poor,Good,No,2,Middle,5.7,C
STU01075,17,Female,7.33,98.1,7.5,4.5,2.7,2.71,Yes,Offline,Average,Good,No,1,Low,4.7,A
STU01076,17,Male,5.06,85.3,6.5,7.3,4.2,2.55,No,Hybrid,Average,Good,Yes,2,Middle,1.4,A
STU01077,17,Female,0.3,83.5,7.1,2.9,5.7,2.8,No,Hybrid,Poor,Average,No,0,Low,4.2,C
STU01078,17,Male,6.37,100,7.2,4.2,3.6,3.25,No,Hybrid,Average,Good,No,3,Middle,5.2,A
STU01079,24,Male,1.79,88.9,6.1,2.6,5,3.36,No,Hybrid,Good,Average,Yes,2,Middle,4.5,A
STU01080,24,Female,3.05,66.2,5.2,2.9,3.1,2.45,Yes,Hybrid,Good,Good,No,0,High,5.3,B
STU01081,19,Female,2.68,92.3,6,6.7,2.5,3.47,No,Offline,Average,Excellent,No,1,Low,6.3,B
STU01082,23,Female,1.33,55.5,6.2,7.6,3.5,3.58,No,Offline,Good,Good,Yes,1,Middle,4.5,C
STU01083,22,Female,2.5,85.7,7.4,3.6,4.2,2.78,No,Hybrid,Average,Poor,No,2,Low,6,B
STU01084,19,Female,3.03,84.6,7.5,3.1,4.9,2.99,No,Hybrid,Poor,Excellent,No,1,Middle,5.6,B
STU01085,19,Female,3.78,76.1,4.2,7.9,3.9,3.61,No,Online,Poor,Good,Yes,0,High,6,C
STU01086,21,Male,4.89,72.9,5.5,5.4,3.6,3.59,No,Hybrid,Poor,Good,Yes,1,High,4.3,A
STU01087,21,Female,4.33,76.4,5.7,1.1,2.6,3.25,No,Hybrid,Good,Average,No,2,High,5.1,A
STU01088,23,Male,2.04,100,8.9,5.9,6.1,3.28,No,Offline,Poor,Good,No,1,High,3.8,B
STU01089,22,Female,4.64,69.8,7.6,3.8,3.7,3.18,Yes,Offline,Good,Average,Yes,3,High,5,A
STU01090,21,Female,6.95,72.7,6.4,4,5,3.29,No,Hybrid,Average,Good,Yes,1,Middle,6.2,A
STU01091,23,Female,6.9,78.9,6.6,6.1,2.9,3.06,No,Hybrid,Average,Poor,No,3,Low,4.4,A
STU01092,23,Female,5.27,76.8,6.8,8.1,3.7,2.78,Yes,Offline,Average,Average,No,1,Middle,4.9,B
STU01093,24,Female,6.24,98.1,5.1,7.7,5.7,3.18,Yes,Hybrid,Good,Poor,Yes,2,High,8.2,B
STU01094,18,Female,6.78,84.2,8.3,2.6,3.7,3.12,Yes,Online,Good,Average,No,3,Middle,4.4,A
STU01095,24,Male,7.72,79.3,7.8,7.1,3.8,3.15,Yes,Hybrid,Good,Average,Yes,3,Low,6,A
STU01096,22,Female,8.39,88.4,7.2,4.6,5,2.4,No,Online,Poor,Good,Yes,2,High,3.6,A
STU01097,21,Male,4.36,84,7,1,5,3.62,No,Online,Poor,Poor,No,1,Middle,5.9,A
STU01098,22,Female,4.46,79.1,6.6,1,5.3,3.44,Yes,Hybrid,Average,Good,Yes,1,Middle,3.2,A
STU01099,19,Male,7.95,77.9,6.5,4.4,2.9,2.88,No,Online,Poor,Average,No,2,High,3.9,A
STU01100,19,Male,8.12,79.5,5.3,5.2,5.7,3.01,Yes,Hybrid,Average,Excellent,Yes,3,High,2.6,A
STU01101,22,Male,8.08,79.5,7.7,10,4.9,3.33,No,Online,Good,Excellent,No,2,High,6.5,A
STU01102,18,Male,0.31,76.8,5.7,4.1,4.1,2.77,No,Hybrid,Average,Average,Yes,1,High,5.7,C
STU01103,18,Female,4.56,80.3,7,4.4,3.9,3.15,Yes,Online,Poor,Good,Yes,3,Middle,2.7,A
STU01104,24,Male,0.66,93.7,6.5,6.9,5.2,2.43,Yes,Offline,Average,Poor,No,0,Middle,7.5,Fail
STU01105,22,Female,6.46,68.4,6.5,3.1,5.5,2.33,Yes,Online,Average,Excellent,No,1,Middle,5.6,B
STU01106,21,Male,5.11,84.8,7.5,4.9,2.8,3.12,No,Hybrid,Poor,Good,No,2,High,4.5,B
STU01107,24,Female,5.1,88.3,6.8,7.1,3.9,3.62,Yes,Hybrid,Average,Poor,No,1,Middle,3.2,B
STU01108,20,Female,4.72,80,5.8,4.7,5.5,2.28,No,Hybrid,Good,Average,No,1,Middle,6.3,B
STU01109,18,Female,7.61,80.6,7.8,1.6,1.2,3.01,Yes,Hybrid,Average,Poor,No,3,Middle,5.5,A
STU01110,17,Female,4.41,92.3,8.6,4.2,2.5,3.03,Yes,Offline,Good,Average,No,2,Middle,1.5,A
STU01111,24,Male,7.07,76.8,7.2,7.3,5.1,3.42,Yes,Offline,Poor,Good,No,2,Low,2.1,A
STU01112,19,Female,6.11,86.9,7.4,3.8,4.5,2.33,Yes,Offline,Good,Good,No,1,High,3.9,A
STU01113,24,Male,5.71,86.4,6.7,4.8,2.6,3.68,No,Hybrid,Good,Average,No,3,Low,3.4,A
STU01114,22,Female,5.93,82.9,8.9,8.6,5.8,3.48,No,Offline,Good,Average,Yes,1,Low,5.4,B
STU01115,17,Female,5.22,83.1,7.5,4.5,5.2,3.39,No,Offline,Poor,Average,No,3,Low,6.5,A
STU01116,22,Male,2.81,89.2,6,6.7,4.1,3.74,No,Offline,Average,Average,Yes,2,Middle,4.3,B
STU01117,23,Female,6.43,95.6,8.3,7.2,0.5,3.23,Yes,Hybrid,Average,Excellent,Yes,2,Middle,6.4,A
STU01118,19,Female,6.43,70.3,9.3,8.8,2.8,3.23,No,Offline,Good,Average,Yes,3,Middle,1.3,A
STU01119,19,Male,4.71,91.4,7.4,4,4.5,3.43,No,Offline,Average,Good,No,2,High,4.5,A
STU01120,18,Male,6.46,74.2,5.8,9.2,4.3,2.54,No,Offline,Good,Average,No,1,High,4.7,C
STU01121,24,Male,6.8,72.1,4.9,3.3,4.6,2.08,No,Offline,Good,Average,No,2,High,4.3,A
STU01122,18,Female,2.44,82.8,5.8,5.1,4.7,3.16,No,Offline,Average,Good,Yes,1,Middle,3.3,C
STU01123,17,Female,4.72,82.8,9.7,8.6,6.2,3.28,No,Hybrid,Average,Good,No,3,High,1.6,A
STU01124,24,Male,4.11,63.5,6,4.4,5.8,3.03,Yes,Online,Poor,Good,No,2,High,4.9,A
STU01125,23,Male,3.19,97.3,5.5,1,1.8,3.35,No,Offline,Average,Good,Yes,1,High,2.7,A
STU01126,22,Female,5.64,76.4,6.8,3.9,3.4,2.79,No,Offline,Good,Good,Yes,2,Low,3.2,A
STU01127,23,Female,3.31,87.8,7.8,6.1,3.8,3.64,Yes,Online,Average,Average,Yes,3,Low,6.4,A
STU01128,19,Male,4.13,84.9,6.7,10,4.7,4,No,Hybrid,Poor,Good,No,1,Low,5.1,B
STU01129,17,Male,5.49,87,6.6,3.4,6.2,2.55,No,Hybrid,Average,Good,No,3,High,5.5,A
STU01130,20,Female,5.7,81.8,7.3,2.3,6.2,3.28,Yes,Online,Good,Poor,No,3,Middle,2.9,A
STU01131,17,Male,5.64,84,8.5,4.5,3.6,3.3,No,Offline,Poor,Good,No,0,Middle,2.9,B
STU01132,21,Male,9.47,81.7,7.6,7.1,4.4,2.67,Yes,Hybrid,Average,Poor,Yes,2,Middle,3.3,A
STU01133,17,Female,3.99,77.5,6.4,5.8,4.8,3.1,Yes,Hybrid,Poor,Average,No,0,High,3.8,C
